user_id,1st to Die: A Novel,A Painted House,A Time to Kill,Angels & Demons,Bridget Jones's Diary,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Dreamcatcher,Fahrenheit 451,Girl with a Pearl Earring,Good in Bed,Hannibal,Harry Potter and the Chamber of Secrets (Book 2),Harry Potter and the Goblet of Fire (Book 4),Harry Potter and the Order of the Phoenix (Book 5),Harry Potter and the Prisoner of Azkaban (Book 3),Harry Potter and the Sorcerer's Stone (Book 1),Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),House of Sand and Fog,Interview with the Vampire,Jurassic Park,Life of Pi,Me Talk Pretty One Day,Misery,Red Dragon,She's Come Undone (Oprah's Book Club (Paperback)),Snow Falling on Cedars,Summer Sisters,The Catcher in the Rye,The Chamber,The Client,The Da Vinci Code,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",The Firm,The Five People You Meet in Heaven,The Girls' Guide to Hunting and Fishing,The Joy Luck Club,The Lovely Bones: A Novel,The Nanny Diaries: A Novel,The Notebook,The Partner,The Pelican Brief,The Pilot's Wife : A Novel,The Rainmaker,The Red Tent (Bestselling Backlist),The Runaway Jury,The Secret Life of Bees,The Street Lawyer,The Testament,"The Two Towers (The Lord of the Rings, Part 2)","The Vampire Lestat (Vampire Chronicles, Book II)",Timeline,To Kill a Mockingbird,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Where the Heart Is (Oprah's Book Club (Paperback)),Wild Animus
254,6.799080248683217,7.6874466841062725,7.8815208298658606,8.268175828385731,9.023452668730444,5.409949751435223,5.24792554944122,5.866052088213881,6.595330270724009,8.706098205394856,6.708274151207895,9.0,9.0,9.635862634893558,9.0,9.0,9.77028684859904,6.383000119881871,8.41060100036051,7.802441394077267,6.69854440448505,7.131281621491038,6.576718494895398,7.668664003735085,8.44992292067055,6.234074450612994,6.609953222751656,8.795275386585772,7.32944304074618,8.0,8.273519891451304,8.0,8.0,7.785630485820719,7.551399594769347,7.9589004832018775,7.577760416749682,8.102263036241544,7.818274962551863,6.4065635068445115,7.809476020981776,7.647966770581209,7.4554332353686,9.355618482520365,7.922745262634193,9.0,7.168317058292207,6.336404323112326,10.0,6.148686742626709,7.7150619947411645,9.871262873094036,7.263242539302983,8.62237796470217,3.0120338184829576
507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,6.476639933265409,8.487021677322483,9.0,6.929930612642295,9.074226007469054,8.130196393442443,8.421248651652245,8.966891653740312,6.564313874538984,8.0,5.958796685062422,9.1565864226384,9.87325881543699,8.094817053932477,9.428212273910335,8.473075389661432,9.830042896723981,6.928389780148177,7.074767145003133,7.93189083884252,8.275891618110832,10.0,9.159186182161994,8.857202513745165,8.151101605088574,10.0,5.681191015929223,10.0,7.943739033427614,7.928368464634449,10.0,8.226867578779517,7.6700529249209435,7.420236980689247,6.200787462639766,8.12516313738067,10.0,8.415511535354758,6.725462205712024,5.918070217799543,7.366085954156122,9.51718795102221,6.999999999999998,9.519022364042035,7.312313473404604,8.589449863047356,6.526574254225943,7.420649887043978,10.0,8.633313247072298,6.983286140327269,9.38989493284057,8.248560369579986,8.43414156466951,3.173205900995754
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,8.714993076445893,8.846796362808579,8.32318809758276,7.0,8.667334441721371,9.352519025756964,9.43960609770406,8.340617093596068,8.3935981809721,7.310921772931567,7.310857882848955,9.378453438772413,10.000000000000002,9.685153027579974,9.378453438772413,8.36692409685175,10.0,7.667834810598594,8.333333333333332,9.061203265837175,8.683012701892219,7.953526462301343,8.770690266666545,11.198865591447001,5.9245358606545455,8.02056229550677,7.336062801440433,7.3992595862602775,7.752337600860859,7.341441528730582,9.365236918550561,7.563979355376016,8.664925606774597,5.764695977476005,6.351703346727653,7.210376517720619,8.704486283514681,9.358003789607567,7.572532832758588,8.027446310275202,7.376406254264976,8.871529006511992,5.886215755432671,8.321726152406468,7.752265540496061,10.0,8.749870360628769,6.545848760640932,9.274054688526098,7.207101798968326,9.330971304015414,10.0,9.318368299882092,8.0,5.0
1733,8.349993627014735,9.35980344675605,8.0,7.298152139868801,8.678621508161717,8.394727946540838,9.43960609770406,8.340617093596068,8.446934224370587,7.680325764543544,7.250632213141273,9.398753507422976,9.699705842420352,9.687702474731967,9.398753507422976,9.075758398609212,10.0,7.667834810598594,8.63397459621556,9.623053879021613,8.683012701892219,9.444703272607367,8.709295762169436,8.909991269292219,7.000000000000001,8.02056229550677,7.336062801440433,6.8049109094874645,7.055559114611298,6.999367213918162,9.385853440840286,9.486445656341443,8.657628789268928,6.595925137487425,6.59176903470274,8.0,8.335312651932734,8.755349609881444,7.501140141743911,7.675512490517212,7.667895280043295,9.020562423190302,5.695453004869427,8.266321921183412,7.972433846790572,10.000000000000002,9.324938621189625,6.835083735698237,9.251255013634559,6.983341319422076,9.330971304015414,10.0,9.341330119818902,9.34846652623164,1.0
1848,8.210368575657325,7.335748169539825,7.227017552198345,7.902429555121458,7.308347542752357,7.739235386094343,9.218467004094279,10.0,6.7494926145331435,9.138651030239448,6.6872571944101376,7.308623233673968,8.408932462949185,7.966605391013636,7.653617460658156,7.809865844342717,7.221730469392272,8.493424300178315,6.95162880031096,7.720475283105897,10.0,6.839523614586025,9.389284219082509,7.583038262890098,7.36044862026236,6.448018475479591,8.396744128452022,7.1043430472458695,8.895452184505615,7.415401858500767,9.221784924177369,9.042150059584364,9.756885029470094,10.0,6.284964629134712,7.765216778755618,8.032924150606778,7.3267976335626654,7.917179477623927,9.082629827586944,8.79682317802326,8.18046210627874,8.535720812171705,8.974934505366216,5.856515655923077,9.719508422327989,7.395552858879603,6.981947698491087,9.627058424528677,7.984597812651495,8.0,8.215756805667784,9.422076850374525,8.71065424441656,3.0344789965954524
2033,6.191403427603744,8.704634702932493,7.662742916066695,8.25306483873007,7.7532111162230155,9.039261835207162,6.129381201942869,7.5531490867020485,7.304222423629573,8.023061276472834,9.798283804170792,9.0,9.0,9.0,9.0,9.0,8.94038215998361,5.923158575330094,5.0,9.653008756317025,8.422504006963173,7.6411959511905945,7.219596764858521,8.440439546541635,6.85697307080598,8.508747133380417,8.881853970395213,9.512068858882364,7.062911984004538,9.814566291949486,9.810575488297294,7.916497618448543,7.319556461268709,9.851820274809567,6.904327001252443,8.0,8.327748995063354,7.621247844240158,7.524023460265736,8.119428379513517,7.496095973646063,7.345968535805429,7.566335788844961,8.999031355431493,9.007744115912292,9.035359077089025,7.787741041020942,8.687763968566127,10.0,8.960332252536903,9.262025143380779,8.84804301750781,9.846802738075452,7.641531236667672,2.997335545121402
2110,8.400426954975906,8.654225084180432,7.805489997158094,7.73794309161831,8.216968351296574,7.296777547330971,7.441420470979431,9.31777601238634,8.900224839832171,8.774105041743189,8.066224598185057,9.080706199498236,9.096707303496226,9.038775648248293,8.682413863309678,8.721593658307809,10.0,8.322831314059329,8.535898384862245,8.441155132608035,5.0,7.26378883806705,8.371396281167177,8.21496604428463,7.775685796639303,6.0241690168702595,7.411262501085161,8.376646022555072,6.20650935194232,7.882404612553711,8.962879671007194,9.679285086818144,6.983972978075405,8.818029167008778,7.093727383839999,7.529374311193007,8.313128030426041,8.0,9.267369412791194,8.0,7.993671928174901,7.6488775043770545,7.582482465982075,8.0,7.972433846790572,8.550043002339692,8.709800285041409,7.297569342439072,9.644102527644808,6.9833413194220775,8.649737467507332,7.5788037037211335,9.708115010177773,8.726069230096522,4.407235738666424
2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,8.675846992415808,9.088914888681064,8.333019665911486,7.285351119344217,8.579682581698654,9.24323882444016,9.262823781088137,8.391068536339088,8.271598490995551,7.470543466147637,6.983680320401857,9.405604375948654,9.668986767324009,9.641087216196079,9.405604375948654,7.628249758002326,10.000000000000002,7.611559541569986,7.658694071439195,8.816404600748179,8.68301270189222,9.42211081440623,8.024847761863995,8.741077789652964,7.286063111091666,8.05880860480887,7.328077047710464,7.423195471786934,6.7071464288675315,6.671292257149295,10.000000000000002,9.0,8.596392085196385,6.242999760380673,6.563710778979076,7.8422465500684035,9.0,8.624479800080824,7.018206805511959,7.204580133962101,7.3391788465497,9.0205624231903,5.477291839181617,8.28305423948189,7.136125649859715,10.0,7.348249212602642,5.103290291171132,9.242418072335676,8.690125829202543,7.777395420118784,10.0,8.977124804300372,9.359436447910332,6.0
2891,7.016640422324357,6.737195579611579,7.31594396273428,7.508520829567634,7.918999002310017,6.0,6.73258737296306,8.694309617509381,8.586781815292609,8.623591060002676,10.0,9.82722026085141,9.21111547828203,9.053911346420703,9.260171636197397,8.365458296249662,9.632434314482122,7.872432755887067,7.332899894729174,6.931390794719198,5.0,7.378744773639471,7.154985550543868,8.0,7.0,6.860461185540929,8.0,8.571751747050014,8.139297645045785,8.724040807082691,8.81834013228356,7.317770455991495,8.0,9.007078195099721,6.331902749812659,7.0,8.313128030426043,8.684814614258737,8.234150591668978,8.315229784652676,8.902603060738393,7.498476210440228,8.474352715428507,8.633625639388134,5.641905008099721,7.0,6.744935824731595,6.923245080426146,9.56815508601188,8.711032225007381,8.16882973847962,9.747945872960905,9.31407504161424,8.340763757469976,5.289951794101167
2977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,6.5011869384986,7.516479717094776,8.534877066871124,6.827851450913664,7.751770528556373,6.812428150344711,5.0,7.404739443286826,7.006693942355386,7.480190869528031,9.798283804170794,8.560064981212022,9.315110299668723,9.02214844317496,8.235218212137276,8.026449876608982,9.0,5.182447227760557,5.0,9.0,8.723975348517683,7.641195951190595,7.173345812214228,7.528705549526708,8.80726375167657,8.509701093218858,7.532299661782766,8.751621522749883,7.585146745112554,9.71511190305814,10.0,8.179332648254071,8.554531215838516,10.0,7.181102605952288,8.0,8.237799790528914,7.068841030895301,5.755879823051893,8.45417727608534,7.973284680692975,8.343390236338687,7.094501929507715,8.999031355431493,8.655902239355528,7.4280219490300965,7.958589265215221,8.320949245218836,9.999999999999998,7.248023368785117,9.00895020779448,8.594195272641475,8.629901745159195,8.003314981959555,3.649765074763481
3346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
